School name,Cases among students and staff
"Unassigned",76
"102ND ST EEC",1
"107TH ST EL",3
"109TH ST EL",3
"10TH ST EL",6
"112TH ST EEC",1
"112TH ST EL",4
"116TH ST EL",5
"118TH ST EL",3
"122ND ST EL",2
"135TH ST EL",0
"153RD ST EL",3
"156TH ST EL",2
"15TH ST EL",2
"186TH ST EL",2
"1ST ST EL",1
"20TH ST EL",3
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",11
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",1
"32ND ST USC PA MAG",2
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",2
"42ND ST EL",4
"49TH ST EL",6
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",1
"52ND ST EL",9
"54TH ST EL",2
"59TH ST EL",4
"61ST ST EL",7
"66TH ST EEC",0
"66TH ST EL",5
"6TH AVE EL",2
"74TH ST EL",4
"75TH ST EEC",0
"75TH ST EL",6
"7TH ST EL AI MAG",2
"92ND ST EL",5
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",3
"9TH ST EL",0
"ACAD ENRICH SCI MAG",2
"ADAMS MS",4
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",1
"ALDAMA EL",5
"ALEXANDER SCS",7
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",1
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",5
"ALTA LOMA EL",4
"AMANECER PC",1
"AMBLER AVE EL",4
"AMESTOY EL",9
"ANATOLA AVE EL",1
"ANDASOL AVE EL",8
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",1
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",5
"APPERSON ST EL",3
"ARAGON AVE EL",1
"ARLETA SH",2
"ARLINGTON HTS EL",4
"ARMINTA ST EEC",1
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",2
"ATWATER AVE EL",3
"AUDUBON MS",4
"AURORA EL",2
"AVALON GARDENS EL",0
"BACA ARTS ACAD",4
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",7
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",25
"BARRETT EL",5
"BARTON HILL EL",11
"BASSETT ST EL",6
"BEACHY AVE EL",1
"BECKFORD CES",1
"BEETHOVEN ST EL",0
"BELL SH",15
"BELLINGHAM EL",3
"BELMONT SH",1
"BELVEDERE EL",2
"BELVEDERE MS",4
"BERENDO MS",2
"BERNSTEIN SH",7
"BERNSTEIN SH STEM",4
"BERTRAND AVE EL",5
"BETHUNE MS",11
"BIRMINGHAM CHS",0
"BLYTHE ST EL",1
"BONITA ST EL",4
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",5
"BREED ST EL",3
"BRENTWOOD EL SCI MAG",3
"BRIDGE ST EL",2
"BRIDGES SCHOOL",4
"BRIGHT EL",1
"BROAD AVE EL",5
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",4
"BROADWAY EL",2
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",8
"BUCHANAN ST EL",0
"BUDLONG AVE EL",8
"BURBANK BLVD EL",2
"BURBANK MS A/T/C MAG",6
"BURKE HS",0
"BURROUGHS MS",17
"BURTON ST EL",2
"BUSHNELL WAY EL",1
"BYRD MS",6
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",6
"CAHUENGA EL",5
"CALABASH CA",7
"CALAHAN ST EL",0
"CALVERT CES",2
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",4
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",14
"CANTARA ST EL",7
"CANTERBURY AVE EL",7
"CANYON CEL",1
"CAPISTRANO AVE EL",2
"CARDENAS EL",2
"CARLSON HOSPITAL",0
"CARNEGIE MS",6
"CAROLDALE LC",3
"CARPENTER COMM CHTR",6
"CARSON ACAD ED & EMP",2
"CARSON ACAD MED ARTS",4
"CARSON SH",8
"CARSON ST EL",9
"CARSON-GORE ACADEMY",3
"CARTHAY EL ES MAG",1
"CARVER MS",3
"CASTELAR ST EEC",0
"CASTELAR ST EL",0
"CASTLE HTS EL",4
"CASTLEBAY LN CHTR",5
"CASTRO MS",0
"CATSKILL AVE EL",6
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",1
"CHANDLER EL",1
"CHAPMAN EL",0
"CHARNOCK ROAD EL",0
"CHASE ST EEC",1
"CHASE ST EL",1
"CHATSWORTH CHS",8
"CHATSWORTH UP/CD MAG",0
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",1
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",3
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",1
"CIENEGA EL",8
"CIMARRON AVE EL",2
"CITY OF ANGELS",10
"CITY TERRACE EL",0
"CLEVELAND CHS",17
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",3
"CLOVER AVE EL",1
"COCHRAN MS",0
"COEUR D ALENE AVE EL",2
"COHASSET ST EL",3
"COLDWATER CYN EL",5
"COLFAX CEL",2
"COLISEUM ST EL",1
"COLLINS EEC",1
"COLUMBUS AVE EL",2
"COLUMBUS MS",2
"COMMONWLTH AVE EL",3
"COMMUNITY EL MAG CS",6
"COMPTON AVE EL",0
"CONTRERAS LC ALC",4
"CONTRERAS LC BUS TR",3
"CONTRERAS LC GLBL ST",1
"CONTRERAS LC SOC JUS",4
"CORONA AVE EL",5
"CORTINES SCH OF VAPA",4
"COUGHLIN EL",5
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",6
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",7
"CRUZ EEC",0
"CURTISS MS",4
"DACOTAH EEC",0
"DAHLIA HTS EL",1
"DANA MS",12
"DANUBE AVE EL",0
"DARBY AVE EL",2
"DAYTON EEC",0
"DAYTON HEIGHTS EL",1
"DBM",1
"DE LA TORRE JR EL",4
"DEARBORN EL CA",7
"DEL AMO EL",1
"DEL OLMO EL",2
"DELEVAN DRIVE EL",0
"DENA EL",0
"DENKER AVE EL",3
"DIXIE CYN CC",0
"DODSON MS",10
"DOLORES ST EEC",1
"DOLORES ST EL",4
"DOMINGUEZ EL",5
"DORRIS PLACE EL",2
"DORSEY SH",2
"DREW MS",3
"DREW MS UP PBLC SRVC",4
"DYER ST EL",10
"DYMALLY SH",2
"EAGLE ROCK EL",5
"EAGLE ROCK HS",4
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",3
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",1
"EDISON MS",4
"EINSTEIN HS",1
"EL DORADO AVE EL",4
"EL ORO WAY CES",8
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",2
"ELA OCC CTR",0
"ELEMENTARY CDS",0
"ELIZABETH LC",4
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",2
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",4
"ESCALANTE EEC",3
"ESCALANTE EL",3
"ESCUTIA PC",3
"ESHELMAN AVE EL",2
"ESPERANZA EL",8
"ESTRELLA EEC",0
"ESTRELLA EL",1
"EUCLID AVE EL",6
"EVANS CAS",1
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",4
"EVERGREEN HS",1
"FAIR AVE EEC",0
"FAIR AVE EL",6
"FAIRBURN AVE EL",4
"FAIRFAX SH",7
"FARMDALE EL",2
"FERNANGELES EL",2
"FIGUEROA ST EL",4
"FISHBURN AVE EL",0
"FLEMING MS",6
"FLETCHER DR EL",0
"FLORENCE AVE EL",5
"FLOURNOY EL",2
"FORD BLVD EL",11
"FOSHAY LC",0
"FRANKLIN AVE EL",1
"FRANKLIN HS",3
"FREMONT SH",4
"FRIEDMAN OCC CTR",3
"FRIES AVE EL",0
"FROST MS",12
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",6
"GAGE MS",6
"GAL KING SCH FOR STEM",0
"GARCETTI LA",2
"GARDEN GROVE EL",1
"GARDENA EEC",3
"GARDENA EL",0
"GARDENA SH",7
"GARDNER ST EL",3
"GARFIELD SH",9
"GARVANZA EL T/L MAG",0
"GARZA PC",1
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",2
"GERMAIN ACAD AA",2
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",0
"GLEDHILL ST EEC",1
"GLEDHILL ST EL",3
"GLEN ALTA EL",1
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",2
"GLENWOOD EL",3
"GOMPERS MS",3
"GOMPERS MS UP MED MAG",2
"GRAHAM EEC",0
"GRAHAM EL",5
"GRANADA EL",6
"GRANADA HILLS CHT",0
"GRAND VW BL EL",0
"GRANT EEC",0
"GRANT EL",11
"GRANT SH",11
"GRAPE ST EL",5
"GRATTS EEC",0
"GRATTS LA FOR YS",1
"GREY HS",0
"GRIDLEY ST EL",3
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",3
"GRIFFITH MS STEAM MG",3
"GULF AVE EL",5
"HADDON AVE EEC",0
"HADDON AVE EL",3
"HALE CA",8
"HALLDALE EL",16
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",6
"HAMLIN CA",5
"HANCOCK PARK EL",0
"HARBOR CITY EL",3
"HARBOR OCC CTR",0
"HARDING ST EL",6
"HARMONY EL",14
"HARRISON ST EL",2
"HART ST EL",1
"HARTE PREP MS",1
"HARVARD EL",0
"HASKELL EL STEAM MAG",4
"HAWAIIAN AVE EEC",5
"HAWAIIAN AVE EL",5
"HAWKINS SH C/DAGS",5
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",2
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",2
"HENRY MS",10
"HERRICK AVE EL",2
"HESBY OAKS LEAD CHTR",1
"HIGHLAND PARK HS",0
"HILLCREST DR EL",7
"HILLSIDE EL",0
"HOBART BLVD EEC",2
"HOBART BLVD EL",1
"HOLLENBECK MS",5
"HOLLYWOOD EL",1
"HOLLYWOOD SH",4
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",5
"HOOPER AVE EEC",1
"HOOPER AVE EL",6
"HOOPER AVE PC",2
"HOOVER ST EL",5
"HOPE HS",0
"HOPE ST EL",2
"HUBBARD ST EL",7
"HUERTA EL",2
"HUGHES EL",1
"HUMPHREYS AVE EL",4
"HUNTINGTON DR EL",2
"HUNTNGTN PK EL",4
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",3
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",5
"IRVING MS MME MAG",6
"ISAACS AVALON HS",0
"IVANHOE EL",2
"JEFFERSON SH",2
"JOHNSON STEM ACADEMY",1
"JONES EL",3
"JONES PC",0
"JORDAN SH",3
"JUSTICE ST ACAD CHTR",3
"KAHLO HS",1
"KENNEDY EL",0
"KENNEDY SH",19
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",0
"KIM ACADEMY",5
"KIM EL",4
"KING JR EL",1
"KING MS MAG FLM/MDIA",6
"KING-DREW SH MD/S MG",5
"KINGSLEY EL",3
"KITTRIDGE ST EL",5
"KNOLLWOOD PREP ACAD",2
"KNOX EL",3
"KORENSTEIN EL",0
"LA SALLE AVE EL",1
"LACES MAG",4
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",7
"LAKE ST PRIMARY",2
"LANAI RD EL",2
"LANE EL",3
"LANGDON AVE EL",2
"LANKERSHIM EL",4
"LASSEN EL",3
"LATONA AVE EL",3
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",10
"LAWSON ACAD A/M/S EL",4
"LE CONTE MS",1
"LEAPWOOD EL",5
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",5
"LEGACY SH VAPA",0
"LEICHMAN CPTC",0
"LELAND ST EL",2
"LEMAY ST EEC",0
"LEMAY ST EL",1
"LEWIS HS",1
"LEXINGTON AVE PC",1
"LIBERTY BLVD EL",0
"LIECHTY MS",3
"LIGGETT ST EL",3
"LILLIAN ST EL",0
"LIMERICK AVE EL",6
"LINCOLN SH",5
"LIZARRAGA EL",6
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",2
"LOCKWOOD AVE EL",2
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",4
"LOMITA EL M/S/T MAG",5
"LONDON HS",1
"LORENA ST EL",5
"LORETO ST EL",0
"LORNE ST EL",4
"LOS ANGELES ACAD MS",8
"LOS ANGELES EL",0
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",0
"LOS FELIZ STEMM MAG",6
"LOWMAN SP ED & CTC",1
"LOYOLA VILLG EL F/PAM",2
"MACARTHUR PK EL VAPA",4
"MACES MAG",7
"MACK EL",1
"MACLAY MS",1
"MADISON EL",5
"MADISON MS",5
"MAGNOLIA AVE EL",1
"MAGNOLIA SCI ACAD #2",1
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",1
"MAIN ST EL",2
"MALABAR ST EL",2
"MANCHESTER AVE EL",8
"MANHATTAN PLACE EL",6
"MANN UCLA COMM SCH",5
"MANUAL ARTS SH",7
"MAPLE PC",2
"MAR VISTA EL",2
"MARIANNA AVE EL",2
"MARINA DEL REY MS",2
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",4
"MARKHAM MS",3
"MARLTON SCHOOL",0
"MARQUEZ CHARTER",1
"MARQUEZ SH HPIAM",2
"MARQUEZ SH LIBRA",6
"MARQUEZ SH SOC JUS",1
"MARSHALL SH",5
"MARVIN EEC",0
"MARVIN EL",2
"MAYALL ST AC A/T MAG",7
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",0
"MAYWOOD EL",4
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",1
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",4
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",5
"MENLO AVE EL",3
"MERIDIAN EEC",1
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",2
"MIDDLETON ST EL",1
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",1
"MILES AVE EL",1
"MILLER CTC",1
"MILLER EL",13
"MILLIKAN MS AC & PAM",10
"MIRAMONTE EEC",0
"MIRAMONTE EL",6
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",7
"MONROE SH",14
"MONTARA AVE EL",2
"MONTE VISTA EEC",2
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",0
"MORNINGSIDE EL",3
"MOSK EL",0
"MOUNT GLEASON MS",2
"MOUNTAIN VIEW EL",1
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",5
"MULHOLLAND MS",6
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",0
"NAPA ST EL",4
"NARBONNE SH",6
"NARBONNE SH HARTS LA",2
"NAVA COLLEGE PREP",2
"NAVA LEARNING ACADEMY",1
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",3
"NEVIN AVE EL",3
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",1
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",6
"NO HOLLYWD SH",23
"NOBEL CMS",11
"NOBLE AVE EEC",2
"NOBLE AVE EL",10
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",3
"NORMONT EEC",1
"NORMONT EL",13
"NORTH VALLEY OCC CTR",2
"NORTHRIDGE ACAD SH",4
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",4
"NORWOOD ST EL",0
"NUEVA VISTA EL",6
"OBAMA EL",1
"OBAMA GLBL PREP ACAD",4
"OCHOA LC",8
"ODYSSEY HS",0
"OLIVE VISTA MS",5
"OLYMPIC PC",0
"O'MELVENY EL",1
"OPEN CHARTER MAG",3
"ORCHARD ACADEMIES 2B",3
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",2
"OSCEOLA ST EL",2
"OVERLAND AVE EL",0
"OWENSMOUTH HS",0
"OXNARD ST EL",3
"PACIFIC BLVD SCHOOL",5
"PACOIMA EEC",1
"PACOIMA MS",3
"PALISADES CEL",1
"PALISADES CHS",0
"PALMS EL",1
"PALMS MS",4
"PANORAMA CITY EL",3
"PANORAMA SH",4
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",6
"PARKS LC",1
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",11
"PARTHENIA AC ART TEC",7
"PASEO DEL REY EL MAG",1
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",4
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",3
"PIO PICO MS",2
"PLAINVIEW ACADEMC CA",5
"PLASENCIA EL",6
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",0
"PLUMMER EL",2
"POINDEXTER LAMOTTE EL",1
"POLITI EL",3
"POLYTECHNIC SH",12
"POMELO COMMUNITY CS",3
"PORTER MS",4
"PORTER RANCH SCHOOL",5
"PORTOLA CM",11
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",0
"PT FERMIN EL MR/S MG",7
"PUEBLO DE LA HS",0
"PURCHE AVE EL",1
"QUEEN ANNE PL EL",2
"RAMONA EL",2
"RAMONA HS",0
"RAMONA INFANT",2
"RANCHITO AVE EL",4
"RANCHO DOMNGZ PREP",10
"RAYMOND AVE EL",9
"REED MS",10
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",13
"RESEDA EL",6
"REVERE CMS",8
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",3
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",0
"RFK SCH VIS ARTS/HUM",1
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",3
"RILEY HS CYESIS",0
"RIO VISTA EL",0
"RIORDAN PC",1
"RITTER EL",6
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",2
"RIVERA LC PUB SRV",5
"RIVERSIDE DR CS",4
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",3
"RODIA HS",2
"ROGERS HS",1
"ROMER MS",4
"ROOSEVELT INFANT",0
"ROOSEVELT SH",2
"ROOSEVELT SH STM MAG",1
"ROSCOE EL",3
"ROSCOMARE RD EL",7
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",3
"ROYBAL LC",0
"ROYBAL-ALLARD EL",2
"RUSSELL EL",2
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",3
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",6
"SAN FERNANDO MS",4
"SAN FERNANDO MS IAM",1
"SAN FERNANDO SH",5
"SAN GABRIEL AVE EL",1
"SAN JOSE ST EL",4
"SAN MIGUEL EL",13
"SAN PASCUAL STEAM MG",1
"SAN PEDRO SH",14
"SAN PEDRO ST EL",3
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",1
"SANTEE EC",6
"SATICOY EL",3
"SATURN ST EL",0
"SCIENCE AC STEM MAG",3
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",5
"SEPULVEDA MS",6
"SERRANIA AVE CES",5
"SHARP AVE EL",0
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",1
"SHERIDAN ST EL",1
"SHERMAN OAKS EL CS",3
"SHIRLEY AVE EL",1
"SHORT AVE EL",3
"SIERRA PARK EL",4
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",4
"SOCES MAG",4
"SOLANO AVE EL",3
"SOLIS LA",1
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",3
"SOUTH EAST SH",4
"SOUTH GATE MS",6
"SOUTH GATE SH",10
"SOUTH PARK EL",6
"SOUTH SHORES EL PA MG",2
"SOUTHEAST MS",7
"STAGG ST EL",9
"STANFORD AVE EL",5
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",0
"STEVENSON CCP",1
"STONEHURST STEAM MAG",4
"STONER AVE EL",3
"STONEY POINT HS",0
"STRATHERN ST EL",2
"SUN VALLEY MAG ET",5
"SUNLAND EL",3
"SUNNY BRAE AVE EL",7
"SUNRISE EL",5
"SUPERIOR ST EL",4
"SUTTER MS",6
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",6
"SYLMAR EL",2
"SYLMAR LDSHP ACAD",10
"SYLVAN PARK EEC",1
"SYLVAN PARK EL",0
"TAFT CHS",12
"TAPER AVE EL",7
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",3
"THOREAU HS",1
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",7
"TOPANGA EL CS",0
"TOPEKA DR CAS",3
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",2
"TORRES RENAISSANCE",2
"TOWNE AVE EL",5
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",9
"TWEEDY EL",0
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",4
"UTAH ST EL",8
"VALERIO ST EL",3
"VALLEY ACAD ARTS/SCI",3
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",2
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",6
"VAN NUYS MS",4
"VAN NUYS SH",5
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",0
"VAUGHN EEC",0
"VENA AVE EL",5
"VENICE SH",2
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",2
"VERMONT AVE EL",3
"VERNON CITY EL",1
"VICTORIA AVE EL",6
"VICTORY BLVD EL",5
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",0
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",4
"VIRGIL MS",8
"VIRGINIA RD EL",1
"VISTA DEL VALLE ACAD",0
"VISTA MS",4
"VLADOVIC HARBOR TPA",1
"VOCES MAG",2
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",2
"WALGROVE AVE EL",4
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",0
"WALNUT PARK MS STEM",1
"WARNER AVE EL",2
"WASHINGTON PC",2
"WASHINGTON PREP SH",2
"WATERS EMP PREP CTR",3
"WEBSTER MS",6
"WEEMES EL",4
"WEIGAND AVE EL",2
"WELBY WAY CEL",0
"WESM HLTH/SPORTS MED",14
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",6
"WESTERN AV TECH MAG",3
"WESTMINSTER AVE EEC",0
"WESTMINSTER MTES MAG",3
"WESTPORT HTS EL",3
"WESTSIDE GLBL AWR MAG",3
"WESTWOOD CEL",3
"WHITE EL",3
"WHITE MS",11
"WHITE POINT EL",4
"WHITMAN HS",0
"WIDNEY CPTC",3
"WILBUR CEA",5
"WILLENBERG SP ED CTR",0
"WILLOW EL",8
"WILMINGTON EEC",0
"WILMINGTON PARK EL",8
"WILMINGTON STEAM MAG",6
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",1
"WILSON SH",7
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",1
"WINNETKA AVE EL",2
"WISDOM EL",8
"WONDERLAND AVE EL",4
"WOODCREST EL",1
"WOODEN HS",0
"WOODLAKE ECC",11
"WOODLAND HILLS ACAD",5
"WOODLAND HILLS CES",5
"WOODLAWN AVE EL",4
"WRIGHT ENG DES MAG",2
"YES ACADEMY",1
"YORKDALE EL",2
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
